;k;g;a;xE;CLUSTER;expP;stdE;xP;stdP;KG
992;400.0;70.0;1.0;0.13519334970750266;0.0;3.2568902046156927;0.000330868448358229;0.2462737786593514;0.001496029609877546;5.714285714285714
37;400.0;80.0;0.5;80.66614647668855;1.0;0.686079779718066;0.002434831092430768;485.5615721451603;0.006406270423714496;5.0
133;400.0;80.0;0.55;144.93455202372132;1.0;0.5699787501650181;0.0042172631737428;111.50202493562064;0.0038925212133154954;5.0
231;400.0;80.0;0.6;155.94721174053564;1.0;0.6212870879874907;0.004903742697579391;41.24420219109889;0.0026604328486425906;5.0
330;400.0;80.0;0.65;118.31344659518602;0.0;0.7790655610484216;0.0043724088503477405;34.7023144365993;0.0026167497783087658;5.0
429;400.0;80.0;0.7;70.76606593036603;0.0;0.9709307109150659;0.0034954859453725745;25.98053802844367;0.0025176838074325845;5.0
529;400.0;80.0;0.75;30.81173818580169;0.0;1.1933316660757574;0.0025654684170773874;16.679640826231104;0.00231919537911143;5.0
627;400.0;80.0;0.8;11.01086769317767;0.0;1.44529396196717;0.0019642164882860066;8.757008170562228;0.002015403087134406;5.0
723;400.0;80.0;0.85;3.5385863452973063;0.0;1.7351487700643344;0.0015145785457115564;3.9399710916009374;0.0017432306357615425;5.0
816;400.0;80.0;0.9;1.0359750287981888;0.0;2.079258730261408;0.0010838860533960155;1.672291504122991;0.0016033120391913994;5.0
905;400.0;80.0;0.95;0.3030238633492277;0.0;2.5022382038125737;0.0006707800380156226;0.7434638423512937;0.0015653391049528567;5.0
993;400.0;80.0;1.0;0.1409072253271817;0.0;3.020556346764278;0.0003408743687298003;0.3719215384138292;0.0015649550501306974;5.0
38;400.0;90.0;0.5;66.31583080111535;1.0;0.7416372343999116;0.002017257343380892;622.7291995733611;0.006640432214415767;4.444444444444445
134;400.0;90.0;0.55;127.07585937840513;1.0;0.6096174198817846;0.003548104921776737;207.5239378121882;0.004816308629300381;4.444444444444445
232;400.0;90.0;0.6;171.00778102558144;1.0;0.5932359104873086;0.004958975304448663;48.472179608765366;0.002765758227623514;4.444444444444445
331;400.0;90.0;0.65;134.40667050721606;0.0;0.7332748043092981;0.004514458908908022;39.78312044505096;0.002671950409521441;4.444444444444445
430;400.0;90.0;0.7;84.71258679692616;0.0;0.915719877220905;0.003681890172944343;32.807120636597354;0.002661655786165164;4.444444444444445
530;400.0;90.0;0.75;39.547262929768316;0.0;1.127249223061437;0.002712734342488377;22.87937440039332;0.0025217284756521084;4.444444444444445
628;400.0;90.0;0.8;14.63552247534478;0.0;1.3663747845367895;0.0020338837279702472;13.05399854396326;0.002242517930471281;4.444444444444445
724;400.0;90.0;0.85;4.794266775603195;0.0;1.6382882440557207;0.0015608732917293125;6.27089093562474;0.001943356721737569;4.444444444444445
817;400.0;90.0;0.9;1.4297355073874611;0.0;1.9568537252129488;0.0011333892844122865;2.738522009740024;0.0017502483038544716;4.444444444444445
906;400.0;90.0;0.95;0.4003149355736438;0.0;2.3435785810181486;0.0007192145801407107;1.2053003016014732;0.0016785407223484411;4.444444444444445
994;400.0;90.0;1.0;0.15264037915932194;0.0;2.8249141547292624;0.00036485190954386;0.5704473619986291;0.0016554860263318489;4.444444444444445
39;400.0;100.0;0.5;50.68082774689483;1.0;0.7933648366866685;0.0016483008871517595;695.1806354840343;0.006566629737872034;4.0
135;400.0;100.0;0.55;110.45767859897377;1.0;0.6547146157196062;0.0030048616925093296;331.45325145464375;0.0055581401820599405;4.0
233;400.0;100.0;0.6;181.488419529079;1.0;0.5814658108415022;0.0048876063330289075;62.54051771039486;0.002999119274509013;4.0
332;400.0;100.0;0.65;151.3754249941736;1.0;0.6949201645952735;0.004668388154129352;43.057219459998464;0.0026747229975850463;4.0
431;400.0;100.0;0.7;98.76765265525934;0.0;0.8689061136944366;0.003854628950130306;38.80086897637719;0.0027524456119658713;4.0
531;400.0;100.0;0.75;49.10083163144277;0.0;1.0711881345375294;0.0028733367094149302;29.150744463091932;0.0026765046930085482;4.0
629;400.0;100.0;0.8;18.85355436512404;0.0;1.299989042829304;0.00211706380307418;17.93958248549007;0.0024371458596862267;4.0
725;400.0;100.0;0.85;6.288040086986305;0.0;1.5576039516984288;0.00161128430153701;9.172998305652618;0.0021282000472161344;4.0
818;400.0;100.0;0.9;1.9059588090567885;0.0;1.8559503315630608;0.0011799525443166015;4.157061930493957;0.0018936583688076718;4.0
907;400.0;100.0;0.95;0.5277977217179425;0.0;2.2136699863936;0.0007676761394826143;1.8372360676903805;0.0017847376329260644;4.0
995;400.0;100.0;1.0;0.17189646930588404;0.0;2.650243060719803;0.0003973485757061693;0.8523079701551866;0.0017467920469533312;4.0
40;500.0;10.0;0.5;32.983244141554515;0.0;1.0234944720476913;0.00678459301137404;1.423666237291444;0.0016469160483076404;50.0
136;500.0;10.0;0.55;12.937524712749784;0.0;1.2494466695207114;0.00516938963619731;0.9420380085542552;0.0018318031054318285;50.0
234;500.0;10.0;0.6;4.518008199985936;0.0;1.5178579419478078;0.004238406711695576;0.6526327057716015;0.002108577125622396;50.0
333;500.0;10.0;0.65;1.7180061082413793;0.0;1.813021054298032;0.0037037785913582415;0.5216201529262862;0.0026159391279786;50.0
432;500.0;10.0;0.7;0.8751920973805213;0.0;2.0652907156949967;0.0033993723331236514;0.4880167050411138;0.003668653668517903;50.0
532;500.0;10.0;0.75;0.6662274381481342;0.0;1.7393560667175858;0.0036757475349755773;0.496610282069298;0.007848819784954423;50.0
630;500.0;10.0;0.8;0.37845886074734897;0.0;0.5892642156849486;0.05785441559888546;0.2749499699211781;0.023225941455929832;50.0
726;500.0;10.0;0.85;0.07726381762207354;0.0;0.1361928344760088;0.17520410099702685;0.07119232070241423;0.06116574714565404;50.0
21;500.0;10.0;0.9;0.29559255255392936;0.0;0.6681510878035813;0.09794430732569231;0.26608251956953677;0.04348631698308335;50.0
32;500.0;10.0;0.95;0.18922108383439748;0.0;0.5021673347458369;0.0944884816442996;0.17969704920648918;0.056060447900316716;50.0
996;500.0;10.0;1.0;0.0056485079546175045;0.0;0.04391070611858206;0.03059024937332159;0.00769486270243687;0.06765757808773096;50.0
41;500.0;20.0;0.5;119.8201756354404;0.0;0.8603666541170782;0.006234074292248771;0.3320318980919855;0.00036181651074418137;25.0
137;500.0;20.0;0.55;68.6818408094401;0.0;1.0570621880347515;0.005343159912512035;0.19565919228849246;0.00035368292314016096;25.0
235;500.0;20.0;0.6;27.55934126933352;0.0;1.3018996288889382;0.004084603773283747;0.32497903131262385;0.0005710537628578889;25.0
334;500.0;20.0;0.65;9.441460057718613;0.0;1.599777444917292;0.0033307283652517393;0.3601081934432673;0.000756725582817259;25.0
433;500.0;20.0;0.7;3.2436325699409005;0.0;1.9642782536782268;0.002806899334827668;0.4018612668953926;0.0009869893968300193;25.0
533;500.0;20.0;0.75;1.3260749390970816;0.0;2.4130570951428885;0.0023648585746017213;0.4567051925505517;0.0012866291044703394;25.0
631;500.0;20.0;0.8;0.7867412686644208;0.0;2.880726953190724;0.0020472958107458678;0.5229025451713398;0.0020080979292416896;25.0
727;500.0;20.0;0.85;0.6733549344117108;0.0;3.1949452042216935;0.0020885137974774775;0.5975572274386836;0.003638603985284242;25.0
819;500.0;20.0;0.9;0.6924117037282213;0.0;0.93848384558631;0.003029913943505544;0.6290497328908601;0.02048876926341441;25.0
908;500.0;20.0;0.95;0.19082073417567974;0.0;0.21206297353225428;0.17974554091187034;0.17611508712164195;0.05812919258941673;25.0
44;500.0;20.0;1.0;0.29937868219197983;0.0;0.4346831407568469;0.08413457611247713;0.2295989405538596;0.05311008652114427;25.0
42;500.0;30.0;0.5;156.713489868709;0.0;0.7219520031341394;0.005424891261886932;14.509902551724696;0.001762342551855186;16.666666666666668
138;500.0;30.0;0.55;124.03180057891741;0.0;0.90272797945484;0.005317238779364021;2.933122647688414;0.0009254009531413344;16.666666666666668
236;500.0;30.0;0.6;67.63264530255522;0.0;1.1172161376885974;0.0043176910882048785;0.3793711373065475;0.00040803139347337367;16.666666666666668
335;500.0;30.0;0.65;26.34306559524929;0.0;1.3785480356981954;0.0033492067435634413;0.047358247477011214;0.0002051880447672832;16.666666666666668
434;500.0;30.0;0.7;8.999458392890944;0.0;1.6895385710527508;0.0027434415112361924;0.08586267131951525;0.00032048491896148634;16.666666666666668
534;500.0;30.0;0.75;3.1008500448954384;0.0;2.0696387932418707;0.002254412783819247;0.2278823503402134;0.0005795400827069767;16.666666666666668
632;500.0;30.0;0.8;1.2781123708794742;0.0;2.5427265726775405;0.0018128842330909325;0.3746903558617637;0.0008653519305019268;16.666666666666668
728;500.0;30.0;0.85;0.7764839405360753;0.0;3.0986187552472346;0.0014854656614378314;0.4943820740969677;0.001332661727314762;16.666666666666668
820;500.0;30.0;0.9;0.6761707855849837;0.0;3.4547977495067586;0.0014317348818749743;0.6133917063738733;0.0029350720720948986;16.666666666666668
909;500.0;30.0;0.95;0.6996625560867233;0.0;3.4400838424296913;0.0019617692272417653;0.7180441514381048;0.0058911943619498796;16.666666666666668
997;500.0;30.0;1.0;0.7603797059911409;0.0;0.42415671652305537;0.0036138468030498384;0.4292637962218045;0.04104843802816896;16.666666666666668
43;500.0;40.0;0.5;157.31749439270138;1.0;0.6312719953602028;0.0047352824783957635;48.49460501730138;0.0027841058119893944;12.5
139;500.0;40.0;0.55;154.18773036817203;0.0;0.7894671282893708;0.00506531186835846;16.79000391533842;0.0018317926057288161;12.5
237;500.0;40.0;0.6;105.89483949062223;0.0;0.9844116910110798;0.004498609423809807;5.492622345787834;0.0012231549887820544;12.5
336;500.0;40.0;0.65;49.876624959227506;0.0;1.217830618864325;0.0034755030711855124;1.721522695144542;0.0008354596780481559;12.5
435;500.0;40.0;0.7;18.395039276271373;0.0;1.4950675747726918;0.0027658113189018853;0.4878155657666348;0.0005954209217085433;12.5
535;500.0;40.0;0.75;6.2468855774213825;0.0;1.8228542552635911;0.002252927521686935;0.18903647035926596;0.0005530055369804596;12.5
633;500.0;40.0;0.8;2.222119441701663;0.0;2.2246020559442337;0.001787195400601559;0.24732483248508574;0.0007031418751996541;12.5
729;500.0;40.0;0.85;1.0171228155669216;0.0;2.7204047906413944;0.0013720482998287992;0.3878133498306437;0.0009472960274251904;12.5
821;500.0;40.0;0.9;0.7113983431305997;0.0;3.2116200746472896;0.0010996378199152502;0.5289765631742787;0.0016799878176328757;12.5
910;500.0;40.0;0.95;0.6739501632780264;0.0;3.536144968965491;0.0011345806253877954;0.6825688814467895;0.0034022649513452733;12.5
998;500.0;40.0;1.0;0.7178247520317609;0.0;3.6017583311241625;0.001696928233872507;0.7827115788607449;0.006156613155126026;12.5
44;500.0;50.0;0.5;147.12293046495998;1.0;0.5888416078782589;0.004137055019751055;106.63604013436951;0.003725380745362136;10.0
140;500.0;50.0;0.55;167.10058499705255;1.0;0.7078671414344143;0.00478548876492086;38.40695421631532;0.002468465812277643;10.0
238;500.0;50.0;0.6;135.56060087614605;0.0;0.884583867309966;0.004579588282360072;16.385830288629105;0.0018210284836913;10.0
337;500.0;50.0;0.65;75.97917397515579;0.0;1.0975107947130116;0.0036671507705448693;6.858626488658907;0.001385204020328184;10.0
436;500.0;50.0;0.7;30.715270954273638;0.0;1.3511826384190806;0.0028222339040094887;2.712277335994976;0.001072518637771519;10.0
536;500.0;50.0;0.75;10.816526213126645;0.0;1.6463260887730335;0.0022801977056967557;0.906562604297322;0.0008501966032729173;10.0
634;500.0;50.0;0.8;3.683935283127544;0.0;1.9974665703254089;0.0018067497211202079;0.3805024210734584;0.0008223119854608525;10.0
730;500.0;50.0;0.85;1.4250722671675524;0.0;2.432312878371986;0.0013657059685290446;0.3554902812968938;0.0009349680696839752;10.0
822;500.0;50.0;0.9;0.7955385556504413;0.0;2.9854859736169086;0.001005305645576364;0.454012776695607;0.0010878548157041536;10.0
911;500.0;50.0;0.95;0.6679133636586999;0.0;3.281945332712333;0.0008482875512750174;0.6604979053743327;0.0025171311987711585;10.0
999;500.0;50.0;1.0;0.6865340679137778;0.0;3.3351563237858146;0.001057280003589549;0.8957841613065446;0.005232806523812043;10.0
45;500.0;60.0;0.5;126.9630263325382;1.0;0.6010685856776772;0.003403190927559613;226.51069355072158;0.004841101472593668;8.333333333333334
141;500.0;60.0;0.55;170.28383924863772;1.0;0.6510384287757418;0.00450518318917331;66.89349461895517;0.003007423975829708;8.333333333333334
239;500.0;60.0;0.6;156.79214723801746;1.0;0.8082540792192541;0.004573913662203939;30.75106097693747;0.0022530526450467115;8.333333333333334
338;500.0;60.0;0.65;100.5966425930192;0.0;1.0058108095649656;0.003847997347403714;15.395384833299213;0.0018265194258334754;8.333333333333334
437;500.0;60.0;0.7;45.14255879167764;0.0;1.2401535735221787;0.0029182961020187193;7.294462027967081;0.0014955663967583259;8.333333333333334
537;500.0;60.0;0.75;16.652602799990934;0.0;1.5120896722635546;0.002314395788329755;2.8941103250404434;0.001194999269430043;8.333333333333334
635;500.0;60.0;0.8;5.701347425284874;0.0;1.829684458810855;0.001842164181549584;1.0468114947902598;0.0010318459055374636;8.333333333333334
731;500.0;60.0;0.85;2.019938596337955;0.0;2.2137166332973;0.0013891717251405269;0.5200180413989104;0.0010484893789981485;8.333333333333334
823;500.0;60.0;0.9;0.9371764244135322;0.0;2.6959480950651877;0.0009914676967005876;0.4663615561389941;0.0011446152997033106;8.333333333333334
912;500.0;60.0;0.95;0.6790653981222051;0.0;3.2638568567612998;0.0007314606982853016;0.5312051356137916;0.0013716720436700116;8.333333333333334
1000;500.0;60.0;1.0;0.6639026849145508;0.0;3.4171063939074933;0.0007666948319148607;0.8087433688037059;0.003383365292705919;8.333333333333334
46;500.0;70.0;0.5;100.21441458049893;1.0;0.6605951685987428;0.0026543529469793504;453.4130781734591;0.006046514813356038;7.142857142857143
142;500.0;70.0;0.55;168.19216744255547;1.0;0.6201050989460359;0.004198817998302425;109.40697047675064;0.003591398313412101;7.142857142857143
240;500.0;70.0;0.6;172.20137609014355;1.0;0.7486541786311659;0.004536523213263922;46.64610691699454;0.002576273626203612;7.142857142857143
339;500.0;70.0;0.65;123.05828333489254;0.0;0.9325714034273008;0.00400258943466725;25.930754486766354;0.0021570526315140863;7.142857142857143
438;500.0;70.0;0.7;61.1674785567531;0.0;1.1516451307026183;0.003054602446753857;13.937894278062627;0.001840155469676791;7.142857142857143
538;500.0;70.0;0.75;23.611861737943816;0.0;1.4059107917903493;0.002360261510833848;6.421607173770458;0.0015219835354941804;7.142857142857143
636;500.0;70.0;0.8;8.245607655835183;0.0;1.6992918348727764;0.0018778571601561027;2.492253872182573;0.0012690696681595369;7.142857142857143
732;500.0;70.0;0.85;2.824869225413301;0.0;2.0466266413033907;0.0014265807632994744;1.0048083845699691;0.0011915306125430249;7.142857142857143
824;500.0;70.0;0.9;1.1435146023115497;0.0;2.4747924045546204;0.001007688496345172;0.6011077610108949;0.0012392634254876785;7.142857142857143
913;500.0;70.0;0.95;0.7090023278827239;0.0;2.9993426124847167;0.0006892819644527731;0.5518511656207141;0.0013568408825915096;7.142857142857143
1001;500.0;70.0;1.0;0.6480746725384422;0.0;3.343836827919772;0.0006119463791652375;0.7254308939673031;0.0024080619318010317;7.142857142857143
47;500.0;80.0;0.5;88.29464343593493;1.0;0.7251794856552619;0.0022321105994199068;700.4882412484667;0.006747322937051754;6.25
143;500.0;80.0;0.55;158.93706920578575;1.0;0.6181452013859715;0.0037881880905812366;181.76392015588178;0.004301848867193865;6.25
6;500.0;80.0;0.6;191.2221114094459;1.0;0.7523425609883865;0.004344520591024362;73.7847611051209;0.002844668512087806;6.25
340;500.0;80.0;0.65;142.85197484982382;1.0;0.8730076783340265;0.004115261208968184;37.339474087423895;0.002406377201476423;6.25
439;500.0;80.0;0.7;78.17602767318245;0.0;1.0792115146065189;0.003214109438725132;21.982224945899173;0.0021129628403973168;6.25
539;500.0;80.0;0.75;31.652844133380622;0.0;1.3195477905801036;0.002425449738503893;11.433569887579953;0.001811003678838168;6.25
637;500.0;80.0;0.8;11.288547348613402;0.0;1.5941811500211318;0.0019135178803558691;4.881119003675623;0.0015084136269100988;6.25
733;500.0;80.0;0.85;3.8434357803065407;0.0;1.9151652095667708;0.0014665246066628125;1.925060665929476;0.0013479671097768678;6.25
825;500.0;80.0;0.9;1.4212179177356656;0.0;2.3050497682953583;0.0010365578252834106;0.9159611042931824;0.0013427884265530346;6.25
914;500.0;80.0;0.95;0.7605981593294385;0.0;2.781895534025936;0.0006850566174490338;0.6449688911772069;0.0014078136862552134;6.25
1002;500.0;80.0;1.0;0.6388827877134049;0.0;3.256664802334001;0.0005254932680158075;0.6562964466552696;0.001805363845962152;6.25
48;500.0;90.0;0.5;73.77172905740036;1.0;0.7820534837550083;0.001871377898069429;873.6875951264307;0.006918809232865852;5.555555555555555
144;500.0;90.0;0.55;136.27357735407136;1.0;0.6501773366470895;0.0031926713552975464;316.6121224611616;0.005192584247398603;5.555555555555555
241;500.0;90.0;0.6;190.90678554949548;1.0;0.669327448547832;0.004388304438186743;85.67695121133664;0.003139648885871169;5.555555555555555
341;500.0;90.0;0.65;161.08054104098318;1.0;0.8233702363015198;0.004206291282784609;48.436718880926406;0.0025860589589484628;5.555555555555555
440;500.0;90.0;0.7;95.31654386976645;0.0;1.019036169248824;0.0033734875855403355;30.885535318239654;0.002330520708444425;5.555555555555555
540;500.0;90.0;0.75;40.73301145075495;0.0;1.2475651699855066;0.002510816420347709;17.66898177775081;0.0020581711301120684;5.555555555555555
638;500.0;90.0;0.8;14.827680057404914;0.0;1.5073184352092583;0.0019527268287491387;8.264986131968667;0.0017371169531534788;5.555555555555555
734;500.0;90.0;0.85;5.069574095186488;0.0;1.8074489854898248;0.0015047213457801748;3.376559320941193;0.0015105731119456165;5.555555555555555
826;500.0;90.0;0.9;1.7812718272622614;0.0;2.1662162321890883;0.0010736774636649397;1.459191756236072;0.0014494928869751935;5.555555555555555
915;500.0;90.0;0.95;0.8345695758648639;0.0;2.6112291014355278;0.0006971310618797544;0.8360762760546363;0.0014743143136097658;5.555555555555555
1003;500.0;90.0;1.0;0.6364549690577328;0.0;3.145774628923292;0.0004792821476847627;0.6710442546709032;0.0015675015846067434;5.555555555555555
49;500.0;100.0;0.5;57.0150461527124;1.0;0.8343729347825124;0.001546375981600534;970.9937879129243;0.006831799473108944;5.0
145;500.0;100.0;0.55;115.8565418522843;1.0;0.6936723773772481;0.0026900471880730212;493.5864004727861;0.005935323992767029;5.0
242;500.0;100.0;0.6;193.18466910582558;1.0;0.649651158246651;0.004234910939193951;117.61744087185859;0.003512742846200045;5.0
342;500.0;100.0;0.65;177.55126446312335;1.0;0.7813970773590596;0.004279776525892146;59.21444338223786;0.002726651654281951;5.0
441;500.0;100.0;0.7;112.02823123630286;0.0;0.9681385308065992;0.003519815951414375;40.218543899122466;0.0025053941098330287;5.0
541;500.0;100.0;0.75;50.776490850761775;0.0;1.1864137866421849;0.00261342408449342;24.78239178059385;0.0022658946603141285;5.0
639;500.0;100.0;0.8;18.89840536531818;0.0;1.4341221045697707;0.0019996972607248032;12.579315598726316;0.00194690057919241;5.0
735;500.0;100.0;0.85;6.502494030666687;0.0;1.7175432345392976;0.0015415579877118633;5.419984776905175;0.0016745286250006658;5.0
827;500.0;100.0;0.9;2.224805109986975;0.0;2.052029315293436;0.0011122292047598132;2.2795157001946245;0.0015577599149704615;5.0
916;500.0;100.0;0.95;0.9345572995412468;0.0;2.4620916995784663;0.0007196709169834829;1.1490199870212456;0.0015559827628742892;5.0
1004;500.0;100.0;1.0;0.6415913707558674;0.0;2.9646274089160687;0.00045974279631748896;0.7796438790564172;0.0016006005817005985;5.0
50;600.0;10.0;0.5;30.806167905986662;0.0;1.0360814811792087;0.007025594701833122;1.8473327157300408;0.00200855505204827;60.0
146;600.0;10.0;0.55;12.659808656120232;0.0;1.239655210339114;0.005528036753174104;1.3617502722715902;0.002412106986478514;60.0
243;600.0;10.0;0.6;5.0246303311460725;0.0;1.4495048481243584;0.00468098573863876;1.0845663432958932;0.003093477137457729;60.0
343;600.0;10.0;0.65;2.421490694492165;0.0;1.5808530958084983;0.004343338291477099;0.975366256653292;0.004501249251327432;60.0
442;600.0;10.0;0.7;1.6493474067554028;0.0;1.333991324351127;0.004736014708371135;0.9065078843818954;0.008465933490844;60.0
542;600.0;10.0;0.75;0.8721947006888697;0.0;0.6638134545604633;0.04250286740783543;0.5537545727476878;0.01826406190623222;60.0
640;600.0;10.0;0.8;0.21031555615304898;0.0;0.22154664170397328;0.09001152371255451;0.17767718715029154;0.03785089354594477;60.0
14;600.0;10.0;0.85;0.6595445934673262;0.0;0.6282820047905489;0.08145066893932283;0.5184732231304688;0.037783136310039905;60.0
22;600.0;10.0;0.9;0.45020593183766844;0.0;0.361929508177453;0.09102572309715713;0.37142373090967934;0.04541333440457279;60.0
33;600.0;10.0;0.95;0.3351719301421051;0.0;0.26060355098639;0.0585291832406762;0.28408373929582525;0.050709546945962095;60.0
1005;600.0;10.0;1.0;0.011222114643315129;0.0;0.09149173615417723;0.01798866057093933;0.01977036175882821;0.034893140268952634;60.0
51;600.0;20.0;0.5;129.16894776354962;0.0;0.9212379421514504;0.00630449011637886;0.6132921073179571;0.0005097088635897762;30.0
147;600.0;20.0;0.55;68.78189980976235;0.0;1.1118658338448375;0.005341232365239814;1.0276406451928446;0.0008197799877844264;30.0
244;600.0;20.0;0.6;26.803023930073703;0.0;1.3570593353650466;0.00415475331598611;1.0608224577992191;0.0010728493343177574;30.0
344;600.0;20.0;0.65;9.66306544955939;0.0;1.6507630910613815;0.0034603100790360853;1.0339716616073604;0.0013697495931400652;30.0
443;600.0;20.0;0.7;3.8825617532564594;0.0;1.9956348204237464;0.0029802148905673713;1.078361327728785;0.0017950081778344386;30.0
543;600.0;20.0;0.75;2.0985409787452456;0.0;2.379278151421821;0.0026528842904061413;1.1783304796615397;0.0024439312007601124;30.0
641;600.0;20.0;0.8;1.6293959516370138;0.0;2.6705556171824916;0.002672531976837777;1.3051224276947029;0.0037918933109122783;30.0
736;600.0;20.0;0.85;1.5791987390584261;0.0;0.9780938477549976;0.0035945403574418108;1.2021734266477695;0.01731080169011041;30.0
828;600.0;20.0;0.9;0.4639587899655427;0.0;0.2938138005932376;0.1051135440109954;0.4033049411865581;0.040798450538378654;30.0
34;600.0;20.0;0.95;0.5447343351854103;0.0;0.39120136633539176;0.09818567966924639;0.45931078609398496;0.052449272674379356;30.0
45;600.0;20.0;1.0;0.2604140314455965;0.0;0.19226669685463588;0.127265173638313;0.21865323304114476;0.06424190902455376;30.0
52;600.0;30.0;0.5;186.4186791498064;1.0;0.7983835944780905;0.005431905201576883;13.394630247888298;0.0015716239240467279;20.0
148;600.0;30.0;0.55;138.81931389709706;0.0;0.9770503430114;0.005300599406366401;0.8689767021675012;0.0004844185484310277;20.0
245;600.0;30.0;0.6;69.34689998563722;0.0;1.194254012257196;0.004260972432836148;0.0345194001504583;0.00012343404452562116;20.0
345;600.0;30.0;0.65;26.05485535404961;0.0;1.4629312097167475;0.0033801655679282982;0.2835771523708739;0.0004274023917296629;20.0
444;600.0;30.0;0.7;9.322724215488382;0.0;1.7842533591667893;0.0028102550935081463;0.5781189093131228;0.0007506037347938872;20.0
544;600.0;30.0;0.75;3.7588105873121687;0.0;2.173877745738809;0.0023468478357885113;0.8699277454102929;0.0011205621909565458;20.0
642;600.0;30.0;0.8;2.0703793899633203;0.0;2.639229544106364;0.001990614761984925;1.1202055983328238;0.001596635485250508;20.0
737;600.0;30.0;0.85;1.638225382496851;0.0;3.0425207626204407;0.0018890468499964653;1.3289234934038558;0.002740651697203732;20.0
829;600.0;30.0;0.9;1.5995200804848828;0.0;3.2152108573130693;0.0023458475271189486;1.5012763408901832;0.0048587624060199225;20.0
917;600.0;30.0;0.95;1.0752612656638287;0.0;0.5007931697876274;0.08726409268263356;0.8938856171277043;0.03246816908120214;20.0
1006;600.0;30.0;1.0;0.2133583108343317;0.0;0.1045297610301588;0.4002556264593749;0.20427837357245324;0.08706994413982004;20.0
53;600.0;40.0;0.5;186.9459158426019;1.0;0.7073430996177531;0.004572805682975083;63.878699471794945;0.0028609963488609013;15.0
149;600.0;40.0;0.55;183.3578754253328;1.0;0.8673040876151132;0.005047466173779197;13.190087207465432;0.0015069657131257027;15.0
246;600.0;40.0;0.6;116.96087183024963;0.0;1.0664285381972871;0.004402793243011802;2.072481828661542;0.0007197542662144487;15.0
346;600.0;40.0;0.65;50.86560258320796;0.0;1.3096904907085871;0.0034367495002760946;0.2921853504228938;0.0003588026100940625;15.0
445;600.0;40.0;0.7;18.49270408500122;0.0;1.5996091821052385;0.0027885479715366005;0.1616603665860862;0.00036172086926819676;15.0
545;600.0;40.0;0.75;6.744456536059044;0.0;1.946188578560972;0.0022892765728205933;0.4510695652727433;0.0006456017115295514;15.0
643;600.0;40.0;0.8;2.9416041714459595;0.0;2.3706413959617687;0.0018511763865142077;0.8223075693933859;0.0009938290521916374;15.0
738;600.0;40.0;0.85;1.8429321508563357;0.0;2.911429535419097;0.0015344989837553964;1.130583082946798;0.0013171808784333688;15.0
830;600.0;40.0;0.9;1.6009156895807466;0.0;3.299948055947949;0.001496554139950808;1.3813440993200723;0.002651307336594055;15.0
918;600.0;40.0;0.95;1.624824255123131;0.0;3.3674468408919678;0.001971525232757352;1.6044812825088492;0.005230991047697031;15.0
1007;600.0;40.0;1.0;1.3227739241798824;0.0;0.5324042076619749;0.0932196570006988;1.114094176977601;0.03342246084422928;15.0
54;600.0;50.0;0.5;163.30537079100617;1.0;0.6550054835452959;0.003803023493722495;160.40288014047954;0.004024991284622979;12.0
150;600.0;50.0;0.55;198.24565393159546;1.0;0.7855919277808397;0.004654318093063087;43.789909591417754;0.0023863300168503283;12.0
247;600.0;50.0;0.6;156.19028831187634;0.0;0.9675124948483406;0.0044684422990415;11.359513292096837;0.0014165896873874575;12.0
347;600.0;50.0;0.65;80.69070332828845;0.0;1.1889100919487618;0.0035578196254045244;3.039687172033525;0.0008937170397154037;12.0
446;600.0;50.0;0.7;31.16791805526351;0.0;1.4563596562822383;0.0028135716855913198;0.8317484782424559;0.0006261345372472322;12.0
546;600.0;50.0;0.75;11.175003303494453;0.0;1.769264480069911;0.002290120639417312;0.36255171124064295;0.0005977437117928139;12.0
644;600.0;50.0;0.8;4.319405330570012;0.0;2.148232133276668;0.001827147193029292;0.5733237643279162;0.0008050200145532621;12.0
739;600.0;50.0;0.85;2.206318975051842;0.0;2.61873514726954;0.0014314961257588792;0.9260438540672448;0.001083439816995047;12.0
831;600.0;50.0;0.9;1.6570610113655364;0.0;3.1176321311799606;0.0012068643979063598;1.2265946921926827;0.0017055220059443276;12.0
919;600.0;50.0;0.95;1.5894869532271985;0.0;3.3336239011207183;0.0013170430503225555;1.5580871154235365;0.00370730345739881;12.0
1008;600.0;50.0;1.0;1.6712173822036984;0.0;3.4273036553930702;0.001944520940588348;1.734582273675766;0.006216622085899179;12.0
55;600.0;60.0;0.5;138.2344736681645;1.0;0.6491978994585613;0.003145908887832729;321.7946724178545;0.005130177679724581;10.0
151;600.0;60.0;0.55;195.0410139709866;1.0;0.7268787488756908;0.004235725341241317;92.65658849584366;0.0031490369662872954;10.0
248;600.0;60.0;0.6;184.1209067683716;1.0;0.8892372339682271;0.00444657601013364;28.254274778612256;0.001981739558960204;10.0
348;600.0;60.0;0.65;110.92933478590395;0.0;1.0943489948760636;0.0036966644544495306;9.719659699754976;0.0013732336386182561;10.0
447;600.0;60.0;0.7;46.531034614112656;0.0;1.3427170678874578;0.002862888797532774;3.499073822402848;0.0010230224036847015;10.0
8;600.0;60.0;0.75;16.915813428937135;0.0;1.5854070407534444;0.0023452885085441526;2.3264519410660283;0.0010454426674269413;10.0
